description,inputGenes_unique,preferredNames_unique
Intestinal disease,"9606.ENSP00000216492, 9606.ENSP00000221930, 9606.ENSP00000231449, 9606.ENSP00000233146, 9606.ENSP00000256078, 9606.ENSP00000262158, 9606.ENSP00000263341, 9606.ENSP00000265074, 9606.ENSP00000275493, 9606.ENSP00000287842, 9606.ENSP00000295095, 9606.ENSP00000296591, 9606.ENSP00000298910, 9606.ENSP00000307199, 9606.ENSP00000309572, 9606.ENSP00000312987, 9606.ENSP00000327246, 9606.ENSP00000329243, 9606.ENSP00000344503, 9606.ENSP00000353099, 9606.ENSP00000353452, 9606.ENSP00000356946, 9606.ENSP00000360281, 9606.ENSP00000361214, 9606.ENSP00000361405, 9606.ENSP00000361467, 9606.ENSP00000363458, 9606.ENSP00000365380, 9606.ENSP00000366416, 9606.ENSP00000371067, 9606.ENSP00000376178, 9606.ENSP00000379258, 9606.ENSP00000380070, 9606.ENSP00000380877, 9606.ENSP00000381185, 9606.ENSP00000384849, 9606.ENSP00000386559, 9606.ENSP00000402760, 9606.ENSP00000412237, 9606.ENSP00000416066, 9606.ENSP00000418525, 9606.ENSP00000478255, 9606.ENSP00000486891, 9606.ENSP00000487174, 9606.ENSP00000494061, 9606.ENSP00000500990","ABCB1, AHSP, ARHGAP15, ASCC2, BCL2, C8B, CD8A, CDKN1A, CHGA, DLG5, EDIL3, EDNRB, EGFR, FCGR3A, FOXP3, GAPDH, GLI3, HLA-DRB1, HNF4A, IL10, IL1B, IL4, JAK2, KRAS, KRT7, LDLRAP1, LRRK2, MME, MMP9, MSH2, MUC2, MYLK, NPR3, NRG1, NRG3, SERPINA1, SLC22A5, SMAD7, SNCA, STX2, TCF7L2, TERT, TGFB1, TMEM201, VIPR1, ZEB2"
Ischemia,"9606.ENSP00000216117, 9606.ENSP00000263341, 9606.ENSP00000381185, 9606.ENSP00000414303, 9606.ENSP00000463653","BCL2, BDNF, HMOX1, IL1B, RBFOX3"
Keratosis,"9606.ENSP00000167586, 9606.ENSP00000246662, 9606.ENSP00000252242, 9606.ENSP00000252252, 9606.ENSP00000261590, 9606.ENSP00000280904, 9606.ENSP00000301653, 9606.ENSP00000310861, 9606.ENSP00000369129, 9606.ENSP00000369317, 9606.ENSP00000468002","DSC2, DSG2, DSP, KANK2, KRT14, KRT16, KRT2, KRT5, KRT6A, KRT6B, KRT9"
Kidney disease,"9606.ENSP00000221930, 9606.ENSP00000225275, 9606.ENSP00000226760, 9606.ENSP00000228606, 9606.ENSP00000245907, 9606.ENSP00000249356, 9606.ENSP00000250092, 9606.ENSP00000259206, 9606.ENSP00000262160, 9606.ENSP00000263734, 9606.ENSP00000268164, 9606.ENSP00000280481, 9606.ENSP00000284240, 9606.ENSP00000285379, 9606.ENSP00000297837, 9606.ENSP00000302620, 9606.ENSP00000306015, 9606.ENSP00000306625, 9606.ENSP00000308541, 9606.ENSP00000317272, 9606.ENSP00000317674, 9606.ENSP00000325296, 9606.ENSP00000328269, 9606.ENSP00000329243, 9606.ENSP00000339398, 9606.ENSP00000340913, 9606.ENSP00000343505, 9606.ENSP00000346839, 9606.ENSP00000348278, 9606.ENSP00000350425, 9606.ENSP00000350815, 9606.ENSP00000352798, 9606.ENSP00000353099, 9606.ENSP00000356030, 9606.ENSP00000359319, 9606.ENSP00000360431, 9606.ENSP00000361264, 9606.ENSP00000362108, 9606.ENSP00000365012, 9606.ENSP00000365256, 9606.ENSP00000366307, 9606.ENSP00000367123, 9606.ENSP00000367715, 9606.ENSP00000371638, 9606.ENSP00000376178, 9606.ENSP00000378131, 9606.ENSP00000381448, 9606.ENSP00000386559, 9606.ENSP00000389998, 9606.ENSP00000393566, 9606.ENSP00000415941, 9606.ENSP00000420194, 9606.ENSP00000454623, 9606.ENSP00000455426, 9606.ENSP00000480291, 9606.ENSP00000497910","AGXT, ANKS6, APOA4, APOL1, ASPSCR1, B2M, C3, C4B, CA2, CASR, CD55, CD68, CD8A, CFI, CLCN5, COL18A1, CST3, CYP27B1, DCDC2, DNAJB9, EPAS1, F2, FN1, FREM2, HCK, HLA-DPA1, HLA-DQA1, HLA-DRB1, HMG20B, HNF1B, IL1RN, ITGAX, KRT7, LCN2, MET, MPO, NR3C2, PAX2, PKD2L1, PLCE1, RAPGEF1, SLC3A2, SMAD2, SMARCA2, ST8SIA2, STK39, STX2, SYNPO2, TGFB1, THBD, THY1, TMEM67, TNFSF13, TRPC6, WFS1, ZNF423"
Large intestine cancer,"9606.ENSP00000256078, 9606.ENSP00000275493, 9606.ENSP00000296591, 9606.ENSP00000380070, 9606.ENSP00000381185, 9606.ENSP00000384849, 9606.ENSP00000486891","BCL2, CDKN1A, EDIL3, EGFR, GAPDH, KRAS, TCF7L2"
Leukemia,"9606.ENSP00000227163, 9606.ENSP00000254066, 9606.ENSP00000256078, 9606.ENSP00000261799, 9606.ENSP00000262262, 9606.ENSP00000263341, 9606.ENSP00000268679, 9606.ENSP00000300060, 9606.ENSP00000314480, 9606.ENSP00000316032, 9606.ENSP00000331614, 9606.ENSP00000336752, 9606.ENSP00000351273, 9606.ENSP00000363330, 9606.ENSP00000381185, 9606.ENSP00000386559, 9606.ENSP00000402257, 9606.ENSP00000442788, 9606.ENSP00000450540, 9606.ENSP00000480132","ANPEP, BCL2, CASP8, CBFA2T3, CD33, CD52, CD8A, FIP1L1, IKZF1, IL1B, KRAS, NCAM1, NUP98, PDGFRB, RARA, RUNX1T1, SERPINA3, SPI1, TET2, UNCX"
Lewy body dementia,"9606.ENSP00000252486, 9606.ENSP00000284981, 9606.ENSP00000340820, 9606.ENSP00000500990","APOE, APP, MAPT, SNCA"
Lower respiratory tract disease,"9606.ENSP00000216492, 9606.ENSP00000221930, 9606.ENSP00000231449, 9606.ENSP00000255409, 9606.ENSP00000256078, 9606.ENSP00000261233, 9606.ENSP00000261623, 9606.ENSP00000262187, 9606.ENSP00000263341, 9606.ENSP00000275493, 9606.ENSP00000287842, 9606.ENSP00000302324, 9606.ENSP00000302569, 9606.ENSP00000307508, 9606.ENSP00000308541, 9606.ENSP00000317272, 9606.ENSP00000336752, 9606.ENSP00000340820, 9606.ENSP00000348912, 9606.ENSP00000351807, 9606.ENSP00000352798, 9606.ENSP00000353720, 9606.ENSP00000356505, 9606.ENSP00000366525, 9606.ENSP00000367851, 9606.ENSP00000368632, 9606.ENSP00000369129, 9606.ENSP00000371483, 9606.ENSP00000372313, 9606.ENSP00000384053, 9606.ENSP00000386559, 9606.ENSP00000393566, 9606.ENSP00000407422, 9606.ENSP00000412237, 9606.ENSP00000416066, 9606.ENSP00000480132, 9606.ENSP00000484824, 9606.ENSP00000494175, 9606.ENSP00000496168, 9606.ENSP00000498251","ADAM33, BCL11A, CALB2, CD8A, CES1, CHGA, CHI3L1, CLEC7A, COL18A1, CSF2RB, CYBA, CYBB, DSP, EGFR, ELN, F2, FIP1L1, FTL, GATA3, HBB, HLA-DPA1, IL10, IL1B, IL4, IRAK3, KRAS, MAPT, MET, MSLN, MTUS2, MUC1, MUC7, NCAM1, NCF2, NRG1, RHEB, RNASE3, SERPINA1, SLC34A2, TGFB1"
Lung disease,"9606.ENSP00000216492, 9606.ENSP00000221930, 9606.ENSP00000225275, 9606.ENSP00000231449, 9606.ENSP00000256078, 9606.ENSP00000259915, 9606.ENSP00000261623, 9606.ENSP00000262187, 9606.ENSP00000263056, 9606.ENSP00000263341, 9606.ENSP00000275493, 9606.ENSP00000287842, 9606.ENSP00000296575, 9606.ENSP00000302569, 9606.ENSP00000308541, 9606.ENSP00000309572, 9606.ENSP00000317272, 9606.ENSP00000336752, 9606.ENSP00000340820, 9606.ENSP00000351807, 9606.ENSP00000352798, 9606.ENSP00000353099, 9606.ENSP00000353720, 9606.ENSP00000356505, 9606.ENSP00000366525, 9606.ENSP00000367851, 9606.ENSP00000369129, 9606.ENSP00000371483, 9606.ENSP00000372313, 9606.ENSP00000384053, 9606.ENSP00000386559, 9606.ENSP00000393566, 9606.ENSP00000408146, 9606.ENSP00000412237, 9606.ENSP00000416066, 9606.ENSP00000480132, 9606.ENSP00000484824, 9606.ENSP00000485659, 9606.ENSP00000494175, 9606.ENSP00000496168, 9606.ENSP00000498251","BCL11A, CD8A, CES1, CHGA, CLEC7A, COL18A1, CSF2RB, CYBA, CYBB, DSP, EGFR, ELN, F2, FIP1L1, FTL, HBB, HHIP, HLA-DPA1, HLA-DPB1, HLA-DRB1, IL10, IL1B, IL4, KRAS, MAP3K8, MAPT, MET, MPO, MSLN, MTUS2, MUC1, MUC5AC, NCAM1, NCF2, NRG1, POU5F1, RHEB, SERPINA1, SLC34A2, TERT, TGFB1"
Lupus erythematosus,"9606.ENSP00000254436, 9606.ENSP00000271450, 9606.ENSP00000281834, 9606.ENSP00000356505, 9606.ENSP00000356946, 9606.ENSP00000412237, 9606.ENSP00000415941, 9606.ENSP00000454623, 9606.ENSP00000481570","C4B, FCGR2A, FCGR3A, IL10, ITGAX, NCF2, TNFAIP3, TNFSF4, TRIM21"
Lymphatic system cancer,"9606.ENSP00000167586, 9606.ENSP00000231449, 9606.ENSP00000252242, 9606.ENSP00000262262, 9606.ENSP00000263464, 9606.ENSP00000331614, 9606.ENSP00000350844, 9606.ENSP00000351273, 9606.ENSP00000363330, 9606.ENSP00000381185, 9606.ENSP00000386559, 9606.ENSP00000386884, 9606.ENSP00000412237, 9606.ENSP00000429633, 9606.ENSP00000442788, 9606.ENSP00000457421, 9606.ENSP00000480132, 9606.ENSP00000494750, 9606.ENSP00000497910, 9606.ENSP00000498321","ACTB, B2M, BCL2, BIRC3, CASP8, CD33, CD52, CD8A, CXCR4, IKZF1, IL10, IL4, KRT14, KRT5, MYBL1, MYD88, NCAM1, PAX5, PECAM1, TET2"
Lymphatic system disease,"9606.ENSP00000167586, 9606.ENSP00000219596, 9606.ENSP00000231449, 9606.ENSP00000250092, 9606.ENSP00000252242, 9606.ENSP00000262262, 9606.ENSP00000263464, 9606.ENSP00000271450, 9606.ENSP00000308541, 9606.ENSP00000331614, 9606.ENSP00000341815, 9606.ENSP00000350844, 9606.ENSP00000351273, 9606.ENSP00000356946, 9606.ENSP00000357152, 9606.ENSP00000363330, 9606.ENSP00000374443, 9606.ENSP00000381185, 9606.ENSP00000386559, 9606.ENSP00000386884, 9606.ENSP00000398568, 9606.ENSP00000412237, 9606.ENSP00000429633, 9606.ENSP00000442788, 9606.ENSP00000457421, 9606.ENSP00000480132, 9606.ENSP00000494750, 9606.ENSP00000497910, 9606.ENSP00000498321","ACTB, B2M, BCL2, BIRC3, CASP8, CD1C, CD33, CD52, CD68, CD8A, CXCR4, F2, FCGR2A, FCGR3A, IKZF1, IL10, IL4, KRT14, KRT5, LYST, MEFV, MYBL1, MYD88, NCAM1, PAX5, PECAM1, PRF1, SOX18, TET2"
Lymphoma,"9606.ENSP00000167586, 9606.ENSP00000231449, 9606.ENSP00000252242, 9606.ENSP00000262262, 9606.ENSP00000263464, 9606.ENSP00000331614, 9606.ENSP00000350844, 9606.ENSP00000351273, 9606.ENSP00000363330, 9606.ENSP00000381185, 9606.ENSP00000386559, 9606.ENSP00000386884, 9606.ENSP00000412237, 9606.ENSP00000442788, 9606.ENSP00000480132, 9606.ENSP00000494750, 9606.ENSP00000497910, 9606.ENSP00000498321","ACTB, B2M, BCL2, BIRC3, CASP8, CD33, CD52, CD8A, CXCR4, IKZF1, IL10, IL4, KRT14, KRT5, MYD88, NCAM1, PAX5, TET2"
Mature T-cell and NK-cell lymphoma,"9606.ENSP00000167586, 9606.ENSP00000252242, 9606.ENSP00000386559, 9606.ENSP00000442788, 9606.ENSP00000480132, 9606.ENSP00000494750","ACTB, CD8A, KRT14, KRT5, NCAM1, TET2"
Multiple sclerosis,"9606.ENSP00000228606, 9606.ENSP00000263341, 9606.ENSP00000306157, 9606.ENSP00000353099, 9606.ENSP00000366091, 9606.ENSP00000386559, 9606.ENSP00000412237, 9606.ENSP00000482169","CD8A, CYP27B1, HLA-DRB1, IL10, IL1B, IL7R, MOG, NEFL"
Musculoskeletal system disease,"9606.ENSP00000001146, 9606.ENSP00000029410, 9606.ENSP00000215754, 9606.ENSP00000215882, 9606.ENSP00000219070, 9606.ENSP00000219596, 9606.ENSP00000221930, 9606.ENSP00000225964, 9606.ENSP00000228606, 9606.ENSP00000229379, 9606.ENSP00000231061, 9606.ENSP00000231449, 9606.ENSP00000232564, 9606.ENSP00000238156, 9606.ENSP00000239243, 9606.ENSP00000242261, 9606.ENSP00000242480, 9606.ENSP00000246672, 9606.ENSP00000246914, 9606.ENSP00000250092, 9606.ENSP00000252486, 9606.ENSP00000252744, 9606.ENSP00000254436, 9606.ENSP00000255136, 9606.ENSP00000256646, 9606.ENSP00000259089, 9606.ENSP00000259206, 9606.ENSP00000261623, 9606.ENSP00000261799, 9606.ENSP00000262177, 9606.ENSP00000263341, 9606.ENSP00000265970, 9606.ENSP00000267622, 9606.ENSP00000271450, 9606.ENSP00000277120, 9606.ENSP00000280481, 9606.ENSP00000280551, 9606.ENSP00000281589, 9606.ENSP00000281834, 9606.ENSP00000282486, 9606.ENSP00000282903, 9606.ENSP00000282928, 9606.ENSP00000284268, 9606.ENSP00000284987, 9606.ENSP00000285379, 9606.ENSP00000287020, 9606.ENSP00000291565, 9606.ENSP00000297261, 9606.ENSP00000298556, 9606.ENSP00000299697, 9606.ENSP00000300176, 9606.ENSP00000301030, 9606.ENSP00000301945, 9606.ENSP00000304408, 9606.ENSP00000305714, 9606.ENSP00000306496, 9606.ENSP00000306625, 9606.ENSP00000307508, 9606.ENSP00000307959, 9606.ENSP00000309572, 9606.ENSP00000311447, 9606.ENSP00000311684, 9606.ENSP00000311833, 9606.ENSP00000312385, 9606.ENSP00000320509, 9606.ENSP00000323696, 9606.ENSP00000323901, 9606.ENSP00000323929, 9606.ENSP00000324532, 9606.ENSP00000324890, 9606.ENSP00000325146, 9606.ENSP00000325527, 9606.ENSP00000326888, 9606.ENSP00000330959, 9606.ENSP00000337168, 9606.ENSP00000338272, 9606.ENSP00000338413, 9606.ENSP00000339398, 9606.ENSP00000339824, 9606.ENSP00000340820, 9606.ENSP00000344430, 9606.ENSP00000344432, 9606.ENSP00000345997, 9606.ENSP00000347088, 9606.ENSP00000348215, 9606.ENSP00000348278, 9606.ENSP00000348472, 9606.ENSP00000349860, 9606.ENSP00000350719, 9606.ENSP00000351777, 9606.ENSP00000351807, 9606.ENSP00000352208, 9606.ENSP00000352516, 9606.ENSP00000352572, 9606.ENSP00000352798, 9606.ENSP00000353099, 9606.ENSP00000353720, 9606.ENSP00000354125, 9606.ENSP00000354504, 9606.ENSP00000354826, 9606.ENSP00000355559, 9606.ENSP00000356224, 9606.ENSP00000356426, 9606.ENSP00000356505, 9606.ENSP00000356515, 9606.ENSP00000356946, 9606.ENSP00000358092, 9606.ENSP00000358501, 9606.ENSP00000360541, 9606.ENSP00000361405, 9606.ENSP00000361834, 9606.ENSP00000363071, 9606.ENSP00000363398, 9606.ENSP00000363973, 9606.ENSP00000364114, 9606.ENSP00000364163, 9606.ENSP00000365256, 9606.ENSP00000365402, 9606.ENSP00000367851, 9606.ENSP00000368104, 9606.ENSP00000368632, 9606.ENSP00000369129, 9606.ENSP00000370047, 9606.ENSP00000370588, 9606.ENSP00000370990, 9606.ENSP00000371638, 9606.ENSP00000372313, 9606.ENSP00000376475, 9606.ENSP00000378118, 9606.ENSP00000378757, 9606.ENSP00000378786, 9606.ENSP00000379258, 9606.ENSP00000381148, 9606.ENSP00000383364, 9606.ENSP00000384015, 9606.ENSP00000386380, 9606.ENSP00000386559, 9606.ENSP00000386881, 9606.ENSP00000387261, 9606.ENSP00000388723, 9606.ENSP00000393312, 9606.ENSP00000393313, 9606.ENSP00000398890, 9606.ENSP00000399168, 9606.ENSP00000401437, 9606.ENSP00000403495, 9606.ENSP00000405330, 9606.ENSP00000408146, 9606.ENSP00000408411, 9606.ENSP00000409126, 9606.ENSP00000412237, 9606.ENSP00000415941, 9606.ENSP00000416293, 9606.ENSP00000417610, 9606.ENSP00000418525, 9606.ENSP00000420194, 9606.ENSP00000422554, 9606.ENSP00000424571, 9606.ENSP00000424846, 9606.ENSP00000433488, 9606.ENSP00000433666, 9606.ENSP00000435712, 9606.ENSP00000438040, 9606.ENSP00000439625, 9606.ENSP00000440066, 9606.ENSP00000444271, 9606.ENSP00000450540, 9606.ENSP00000452120, 9606.ENSP00000454623, 9606.ENSP00000457421, 9606.ENSP00000468253, 9606.ENSP00000477437, 9606.ENSP00000481570, 9606.ENSP00000482027, 9606.ENSP00000482169, 9606.ENSP00000482313, 9606.ENSP00000484824, 9606.ENSP00000489262, 9606.ENSP00000494147, 9606.ENSP00000497069, 9606.ENSP00000497910, 9606.ENSP00000498116, 9606.ENSP00000498217, 9606.ENSP00000498577, 9606.ENSP00000498684","A2M, ADAMTS12, ADAMTS5, AGFG2, ALPL, ALX4, ANKH, ANKRD11, ANO6, ANTXR1, APOE, ASPHD1, ASPSCR1, ASTN2, B2M, B3GALNT2, B4GALT7, BANK1, BLK, BMP1, BMP2, BNC2, C1R, C4B, CA2, CALB2, CALD1, CASR, CCDC91, CCDC92, CCL8, CD28, CD58, CD68, CD8A, CD99, CES1, CFD, CLCN5, COL12A1, COL18A1, COL1A1, COL3A1, COL9A2, COX6A1, CPT2, CRTAP, CTDSP2, CYBA, CYBB, CYP26B1, CYP27B1, DES, DLX5, DMPK, DNAJB6, DNMT1, DOK7, DSE, DSP, DST, DYSF, EGR2, EIF3B, ELN, EPB41L1, EPS15L1, ESR1, EVX2, EXTL1, FBN1, FBN2, FCGR2A, FCGR3A, FGD4, FGFR1, FGFR3, FHL1, FLI1, FREM2, FZD2, GATA3, GATA4, GDF6, GFPT1, GLI3, GNB4, HEY1, HLA-B, HLA-C, HLA-DMB, HLA-DPB1, HLA-DQA1, HLA-DRA, HLA-DRB1, HLA-DRB5, HPRT1, IFITM10, IGF1R, IL10, IL1B, IL1R1, IL1R2, IL1RN, IL4, ITGA7, ITGAX, JCHAIN, KBTBD13, KCNJ6, LAMA3, LAMP2, LARGE1, LDB3, LIMS2, LTA, MAPT, MBNL1, MEFV, MIF, MME, MMP2, MMP9, MSLN, MSX2, MUC1, MYOF, NCF2, NEFL, NOTCH2, NOTCH4, NR1D1, NR4A3, NTRK2, PABPC1L, PABPC3, PCNT, PDGFRB, PDXK, PECAM1, PIK3C2A, PLA2G2A, PLEKHG5, PLOD2, PRDM1, PRKAR1A, PSTPIP2, PXK, RAB23, RAB33B, RECQL4, RYR3, SEC24D, SERPINA3, SH3BP2, SH3PXD2A, SHH, SHOX, SLC16A9, SLC25A1, SLC2A1, SLC37A2, SMARCA2, SPARC, SPEG, STK39, SUN1, SYNE1, SYNE2, TAB2, TERT, TGFB1, TK2, TNFAIP3, TNFSF4, TPM3, TRIM21, TRIP11, TWIST1, UBA1, UTRN, VCP, WNK4, ZIC1, ZSWIM6"
Nephritis,"9606.ENSP00000245907, 9606.ENSP00000284240, 9606.ENSP00000317674, 9606.ENSP00000352798, 9606.ENSP00000415941, 9606.ENSP00000454623","APOL1, C3, C4B, COL18A1, ITGAX, THY1"
